,gene_id,gene_name,Type
MANBAL,ENSG00000101363,MANBAL,Gene Expression
SRC,ENSG00000197122,SRC,Gene Expression
BLCAP,ENSG00000166619,BLCAP,Gene Expression
CTNNBL1,ENSG00000132792,CTNNBL1,Gene Expression
TTI1,ENSG00000101407,TTI1,Gene Expression
RPRD1B,ENSG00000101413,RPRD1B,Gene Expression
TGM2,ENSG00000198959,TGM2,Gene Expression
SNHG17,ENSG00000196756,SNHG17,Gene Expression
SNHG11,ENSG00000174365,SNHG11,Gene Expression
RALGAPB,ENSG00000170471,RALGAPB,Gene Expression
ACTR5,ENSG00000101442,ACTR5,Gene Expression
PPP1R16B,ENSG00000101445,PPP1R16B,Gene Expression
FAM83D,ENSG00000101447,FAM83D,Gene Expression
DHX35,ENSG00000101452,DHX35,Gene Expression
TOP1,ENSG00000198900,TOP1,Gene Expression
PLCG1,ENSG00000124181,PLCG1,Gene Expression
ZHX3,ENSG00000174306,ZHX3,Gene Expression
LPIN3,ENSG00000132793,LPIN3,Gene Expression
CHD6,ENSG00000124177,CHD6,Gene Expression
SRSF6,ENSG00000124193,SRSF6,Gene Expression
L3MBTL1,ENSG00000185513,L3MBTL1,Gene Expression
IFT52,ENSG00000101052,IFT52,Gene Expression
MYBL2,ENSG00000101057,MYBL2,Gene Expression
OSER1,ENSG00000132823,OSER1,Gene Expression
OSER1-DT,ENSG00000223891,OSER1-DT,Gene Expression
FITM2,ENSG00000197296,FITM2,Gene Expression
TTPAL,ENSG00000124120,TTPAL,Gene Expression
SERINC3,ENSG00000132824,SERINC3,Gene Expression
PKIG,ENSG00000168734,PKIG,Gene Expression
ADA,ENSG00000196839,ADA,Gene Expression
KCNK15-AS1,ENSG00000244558,KCNK15-AS1,Gene Expression
KCNK15,ENSG00000124249,KCNK15,Gene Expression
YWHAB,ENSG00000166913,YWHAB,Gene Expression
PABPC1L,ENSG00000101104,PABPC1L,Gene Expression
TOMM34,ENSG00000025772,TOMM34,Gene Expression
STK4,ENSG00000101109,STK4,Gene Expression
SDC4,ENSG00000124145,SDC4,Gene Expression
SYS1,ENSG00000204070,SYS1,Gene Expression
DBNDD2,ENSG00000244274,DBNDD2,Gene Expression
PIGT,ENSG00000124155,PIGT,Gene Expression
DNTTIP1,ENSG00000101457,DNTTIP1,Gene Expression
SNX21,ENSG00000124104,SNX21,Gene Expression
ACOT8,ENSG00000101473,ACOT8,Gene Expression
ZSWIM3,ENSG00000132801,ZSWIM3,Gene Expression
ZSWIM1,ENSG00000168612,ZSWIM1,Gene Expression
NEURL2,ENSG00000124257,NEURL2,Gene Expression
CTSA,ENSG00000064601,CTSA,Gene Expression
PLTP,ENSG00000100979,PLTP,Gene Expression
PCIF1,ENSG00000100982,PCIF1,Gene Expression
ZNF335,ENSG00000198026,ZNF335,Gene Expression
SLC12A5-AS1,ENSG00000204044,SLC12A5-AS1,Gene Expression
SLC12A5,ENSG00000124140,SLC12A5,Gene Expression
NCOA5,ENSG00000124160,NCOA5,Gene Expression
CD40,ENSG00000101017,CD40,Gene Expression
SLC35C2,ENSG00000080189,SLC35C2,Gene Expression
ELMO2,ENSG00000062598,ELMO2,Gene Expression
ZNF334,ENSG00000198185,ZNF334,Gene Expression
SLC13A3,ENSG00000158296,SLC13A3,Gene Expression
TP53RK,ENSG00000172315,TP53RK,Gene Expression
ZMYND8,ENSG00000101040,ZMYND8,Gene Expression
NCOA3,ENSG00000124151,NCOA3,Gene Expression
PREX1,ENSG00000124126,PREX1,Gene Expression
ENSG00000278231,ENSG00000278231,ENSG00000278231,Gene Expression
ARFGEF2,ENSG00000124198,ARFGEF2,Gene Expression
CSE1L,ENSG00000124207,CSE1L,Gene Expression
STAU1,ENSG00000124214,STAU1,Gene Expression
DDX27,ENSG00000124228,DDX27,Gene Expression
ZNFX1,ENSG00000124201,ZNFX1,Gene Expression
ZFAS1,ENSG00000177410,ZFAS1,Gene Expression
B4GALT5,ENSG00000158470,B4GALT5,Gene Expression
SLC9A8,ENSG00000197818,SLC9A8,Gene Expression
SPATA2,ENSG00000158480,SPATA2,Gene Expression
RNF114,ENSG00000124226,RNF114,Gene Expression
SNAI1,ENSG00000124216,SNAI1,Gene Expression
UBE2V1,ENSG00000244687,UBE2V1,Gene Expression
PEDS1,ENSG00000240849,PEDS1,Gene Expression
LINC01275,ENSG00000237595,LINC01275,Gene Expression
CEBPB,ENSG00000172216,CEBPB,Gene Expression
LINC01270,ENSG00000203999,LINC01270,Gene Expression
PTPN1,ENSG00000196396,PTPN1,Gene Expression
RIPOR3,ENSG00000042062,RIPOR3,Gene Expression
PARD6B,ENSG00000124171,PARD6B,Gene Expression
BCAS4,ENSG00000124243,BCAS4,Gene Expression
ADNP,ENSG00000101126,ADNP,Gene Expression
ADNP-AS1,ENSG00000259456,ADNP-AS1,Gene Expression
DPM1,ENSG00000000419,DPM1,Gene Expression
MOCS3,ENSG00000124217,MOCS3,Gene Expression
NFATC2,ENSG00000101096,NFATC2,Gene Expression
ATP9A,ENSG00000054793,ATP9A,Gene Expression
ZFP64,ENSG00000020256,ZFP64,Gene Expression
LINC01524,ENSG00000234948,LINC01524,Gene Expression
ENSG00000223492,ENSG00000223492,ENSG00000223492,Gene Expression
ZNF217,ENSG00000171940,ZNF217,Gene Expression
BCAS1,ENSG00000064787,BCAS1,Gene Expression
PFDN4,ENSG00000101132,PFDN4,Gene Expression
FAM210B,ENSG00000124098,FAM210B,Gene Expression
AURKA,ENSG00000087586,AURKA,Gene Expression
CSTF1,ENSG00000101138,CSTF1,Gene Expression
CASS4,ENSG00000087589,CASS4,Gene Expression
RTF2,ENSG00000022277,RTF2,Gene Expression
RAE1,ENSG00000101146,RAE1,Gene Expression
RBM38,ENSG00000132819,RBM38,Gene Expression
CTCFL,ENSG00000124092,CTCFL,Gene Expression
PCK1,ENSG00000124253,PCK1,Gene Expression
ENSG00000291067,ENSG00000291067,ENSG00000291067,Gene Expression
RAB22A,ENSG00000124209,RAB22A,Gene Expression
VAPB,ENSG00000124164,VAPB,Gene Expression
APCDD1L-DT,ENSG00000231290,APCDD1L-DT,Gene Expression
STX16,ENSG00000124222,STX16,Gene Expression
GNAS-AS1,ENSG00000235590,GNAS-AS1,Gene Expression
GNAS,ENSG00000087460,GNAS,Gene Expression
ENSG00000225806,ENSG00000225806,ENSG00000225806,Gene Expression
NELFCD,ENSG00000101158,NELFCD,Gene Expression
CTSZ,ENSG00000101160,CTSZ,Gene Expression
TUBB1,ENSG00000101162,TUBB1,Gene Expression
ATP5F1E,ENSG00000124172,ATP5F1E,Gene Expression
PRELID3B,ENSG00000101166,PRELID3B,Gene Expression
SYCP2,ENSG00000196074,SYCP2,Gene Expression
FAM217B,ENSG00000196227,FAM217B,Gene Expression
PPP1R3D,ENSG00000132825,PPP1R3D,Gene Expression
TAF4,ENSG00000130699,TAF4,Gene Expression
LSM14B,ENSG00000149657,LSM14B,Gene Expression
PSMA7,ENSG00000101182,PSMA7,Gene Expression
SS18L1,ENSG00000184402,SS18L1,Gene Expression
ENSG00000289537,ENSG00000289537,ENSG00000289537,Gene Expression
MTG2,ENSG00000101181,MTG2,Gene Expression
OSBPL2,ENSG00000130703,OSBPL2,Gene Expression
ADRM1,ENSG00000130706,ADRM1,Gene Expression
LAMA5,ENSG00000130702,LAMA5,Gene Expression
ENSG00000273619,ENSG00000273619,ENSG00000273619,Gene Expression
RPS21,ENSG00000171858,RPS21,Gene Expression
CABLES2,ENSG00000149679,CABLES2,Gene Expression
ENSG00000289548,ENSG00000289548,ENSG00000289548,Gene Expression
SLCO4A1,ENSG00000101187,SLCO4A1,Gene Expression
LINC00659,ENSG00000228705,LINC00659,Gene Expression
MRGBP,ENSG00000101189,MRGBP,Gene Expression
OGFR,ENSG00000060491,OGFR,Gene Expression
TCFL5,ENSG00000101190,TCFL5,Gene Expression
DIDO1,ENSG00000101191,DIDO1,Gene Expression
GID8,ENSG00000101193,GID8,Gene Expression
YTHDF1,ENSG00000149658,YTHDF1,Gene Expression
BIRC7,ENSG00000101197,BIRC7,Gene Expression
ARFGAP1,ENSG00000101199,ARFGAP1,Gene Expression
EEF1A2,ENSG00000101210,EEF1A2,Gene Expression
PPDPF,ENSG00000125534,PPDPF,Gene Expression
HELZ2,ENSG00000130589,HELZ2,Gene Expression
GMEB2,ENSG00000101216,GMEB2,Gene Expression
MHENCR,ENSG00000232442,MHENCR,Gene Expression
STMN3,ENSG00000197457,STMN3,Gene Expression
RTEL1,ENSG00000258366,RTEL1,Gene Expression
ARFRP1,ENSG00000101246,ARFRP1,Gene Expression
ZGPAT,ENSG00000197114,ZGPAT,Gene Expression
LIME1,ENSG00000203896,LIME1,Gene Expression
SLC2A4RG,ENSG00000125520,SLC2A4RG,Gene Expression
ZBTB46,ENSG00000130584,ZBTB46,Gene Expression
ENSG00000268858,ENSG00000268858,ENSG00000268858,Gene Expression
TPD52L2,ENSG00000101150,TPD52L2,Gene Expression
DNAJC5,ENSG00000101152,DNAJC5,Gene Expression
UCKL1,ENSG00000198276,UCKL1,Gene Expression
ZNF512B,ENSG00000196700,ZNF512B,Gene Expression
SAMD10,ENSG00000130590,SAMD10,Gene Expression
PRPF6,ENSG00000101161,PRPF6,Gene Expression
SOX18,ENSG00000203883,SOX18,Gene Expression
TCEA2,ENSG00000171703,TCEA2,Gene Expression
RGS19,ENSG00000171700,RGS19,Gene Expression
MYT1,ENSG00000196132,MYT1,Gene Expression
PCMTD2,ENSG00000203880,PCMTD2,Gene Expression
ENSG00000279669,ENSG00000279669,ENSG00000279669,Gene Expression
ENSG00000274333,ENSG00000274333,ENSG00000274333,Gene Expression
ENSG00000278903,ENSG00000278903,ENSG00000278903,Gene Expression
ENSG00000280145,ENSG00000280145,ENSG00000280145,Gene Expression
ENSG00000280164,ENSG00000280164,ENSG00000280164,Gene Expression
LINC01666,ENSG00000279579,LINC01666,Gene Expression
ENSG00000286033,ENSG00000286033,ENSG00000286033,Gene Expression
ENSG00000279501,ENSG00000279501,ENSG00000279501,Gene Expression
TEKT4P2,ENSG00000291050,TEKT4P2,Gene Expression
ENSG00000278932,ENSG00000278932,ENSG00000278932,Gene Expression
ENSG00000277693,ENSG00000277693,ENSG00000277693,Gene Expression
ENSG00000290523,ENSG00000290523,ENSG00000290523,Gene Expression
TPTE,ENSG00000274391,TPTE,Gene Expression
CYP4F29P,ENSG00000290541,CYP4F29P,Gene Expression
ENSG00000290581,ENSG00000290581,ENSG00000290581,Gene Expression
ANKRD20A11P,ENSG00000291280,ANKRD20A11P,Gene Expression
ENSG00000224905,ENSG00000224905,ENSG00000224905,Gene Expression
RBM11,ENSG00000185272,RBM11,Gene Expression
ABCC13,ENSG00000291052,ABCC13,Gene Expression
HSPA13,ENSG00000155304,HSPA13,Gene Expression
SAMSN1,ENSG00000155307,SAMSN1,Gene Expression
ENSG00000232884,ENSG00000232884,ENSG00000232884,Gene Expression
LINC02246,ENSG00000281903,LINC02246,Gene Expression
NRIP1,ENSG00000180530,NRIP1,Gene Expression
USP25,ENSG00000155313,USP25,Gene Expression
MIR99AHG,ENSG00000215386,MIR99AHG,Gene Expression
BTG3,ENSG00000154640,BTG3,Gene Expression
BTG3-AS1,ENSG00000280594,BTG3-AS1,Gene Expression
C21orf91,ENSG00000154642,C21orf91,Gene Expression
MIR548XHG,ENSG00000224141,MIR548XHG,Gene Expression
LINC02573,ENSG00000233236,LINC02573,Gene Expression
NCAM2,ENSG00000154654,NCAM2,Gene Expression
LINC01687,ENSG00000233215,LINC01687,Gene Expression
ENSG00000226043,ENSG00000226043,ENSG00000226043,Gene Expression
MRPL39,ENSG00000154719,MRPL39,Gene Expression
ATP5PF,ENSG00000154723,ATP5PF,Gene Expression
GABPA,ENSG00000154727,GABPA,Gene Expression
APP,ENSG00000142192,APP,Gene Expression
N6AMT1,ENSG00000156239,N6AMT1,Gene Expression
LTN1,ENSG00000198862,LTN1,Gene Expression
RWDD2B,ENSG00000156253,RWDD2B,Gene Expression
ENSG00000273254,ENSG00000273254,ENSG00000273254,Gene Expression
USP16,ENSG00000156256,USP16,Gene Expression
CCT8,ENSG00000156261,CCT8,Gene Expression
MAP3K7CL,ENSG00000156265,MAP3K7CL,Gene Expression
BACH1,ENSG00000156273,BACH1,Gene Expression
GRIK1,ENSG00000171189,GRIK1,Gene Expression
KRTAP19-1,ENSG00000184351,KRTAP19-1,Gene Expression
KRTAP19-5,ENSG00000186977,KRTAP19-5,Gene Expression
SOD1,ENSG00000142168,SOD1,Gene Expression
SCAF4,ENSG00000156304,SCAF4,Gene Expression
MIS18A,ENSG00000159055,MIS18A,Gene Expression
URB1,ENSG00000142207,URB1,Gene Expression
URB1-AS1,ENSG00000256073,URB1-AS1,Gene Expression
TCP10L,ENSG00000242220,TCP10L,Gene Expression
CFAP298,ENSG00000159079,CFAP298,Gene Expression
SYNJ1,ENSG00000159082,SYNJ1,Gene Expression
PAXBP1-AS1,ENSG00000238197,PAXBP1-AS1,Gene Expression
PAXBP1,ENSG00000159086,PAXBP1,Gene Expression
C21orf62-AS1,ENSG00000205930,C21orf62-AS1,Gene Expression
IFNAR2,ENSG00000159110,IFNAR2,Gene Expression
IL10RB,ENSG00000243646,IL10RB,Gene Expression
ENSG00000289238,ENSG00000289238,ENSG00000289238,Gene Expression
IFNAR1,ENSG00000142166,IFNAR1,Gene Expression
IFNGR2,ENSG00000159128,IFNGR2,Gene Expression
TMEM50B,ENSG00000142188,TMEM50B,Gene Expression
DNAJC28,ENSG00000177692,DNAJC28,Gene Expression
GART,ENSG00000159131,GART,Gene Expression
SON,ENSG00000159140,SON,Gene Expression
DONSON,ENSG00000159147,DONSON,Gene Expression
CRYZL1,ENSG00000205758,CRYZL1,Gene Expression
ITSN1,ENSG00000205726,ITSN1,Gene Expression
ATP5PO,ENSG00000241837,ATP5PO,Gene Expression
LINC00649,ENSG00000237945,LINC00649,Gene Expression
ENSG00000273102,ENSG00000273102,ENSG00000273102,Gene Expression
MRPS6,ENSG00000243927,MRPS6,Gene Expression
SLC5A3,ENSG00000198743,SLC5A3,Gene Expression
SMIM11,ENSG00000205670,SMIM11,Gene Expression
RCAN1,ENSG00000159200,RCAN1,Gene Expression
RUNX1,ENSG00000159216,RUNX1,Gene Expression
SETD4,ENSG00000185917,SETD4,Gene Expression
CBR1,ENSG00000159228,CBR1,Gene Expression
CBR3-AS1,ENSG00000236830,CBR3-AS1,Gene Expression
DOP1B,ENSG00000142197,DOP1B,Gene Expression
ENSG00000273199,ENSG00000273199,ENSG00000273199,Gene Expression
MORC3,ENSG00000159256,MORC3,Gene Expression
CHAF1B,ENSG00000159259,CHAF1B,Gene Expression
LNCTSI,ENSG00000230479,LNCTSI,Gene Expression
CLDN14-AS1,ENSG00000233818,CLDN14-AS1,Gene Expression
CLDN14,ENSG00000159261,CLDN14,Gene Expression
HLCS,ENSG00000159267,HLCS,Gene Expression
HLCS-AS1,ENSG00000224790,HLCS-AS1,Gene Expression
PIGP,ENSG00000185808,PIGP,Gene Expression
TTC3,ENSG00000182670,TTC3,Gene Expression
VPS26C,ENSG00000157538,VPS26C,Gene Expression
ENSG00000272948,ENSG00000272948,ENSG00000272948,Gene Expression
DYRK1A,ENSG00000157540,DYRK1A,Gene Expression
DSCR4,ENSG00000184029,DSCR4,Gene Expression
DSCR8,ENSG00000198054,DSCR8,Gene Expression
KCNJ15,ENSG00000157551,KCNJ15,Gene Expression
ETS2,ENSG00000157557,ETS2,Gene Expression
PSMG1,ENSG00000183527,PSMG1,Gene Expression
BRWD1,ENSG00000185658,BRWD1,Gene Expression
BRWD1-AS2,ENSG00000255568,BRWD1-AS2,Gene Expression
HMGN1,ENSG00000205581,HMGN1,Gene Expression
GET1,ENSG00000182093,GET1,Gene Expression
LCA5L,ENSG00000157578,LCA5L,Gene Expression
SH3BGR,ENSG00000185437,SH3BGR,Gene Expression
BACE2,ENSG00000182240,BACE2,Gene Expression
PLAC4,ENSG00000280109,PLAC4,Gene Expression
FAM3B,ENSG00000183844,FAM3B,Gene Expression
MX2,ENSG00000183486,MX2,Gene Expression
PRDM15,ENSG00000141956,PRDM15,Gene Expression
C2CD2,ENSG00000157617,C2CD2,Gene Expression
ZBTB21,ENSG00000173276,ZBTB21,Gene Expression
ZNF295-AS1,ENSG00000237232,ZNF295-AS1,Gene Expression
TFF1,ENSG00000160182,TFF1,Gene Expression
SLC37A1,ENSG00000160190,SLC37A1,Gene Expression
ENSG00000225218,ENSG00000225218,ENSG00000225218,Gene Expression
WDR4,ENSG00000160193,WDR4,Gene Expression
NDUFV3,ENSG00000160194,NDUFV3,Gene Expression
PKNOX1,ENSG00000160199,PKNOX1,Gene Expression
CBS,ENSG00000160200,CBS,Gene Expression
U2AF1,ENSG00000160201,U2AF1,Gene Expression
ENSG00000286549,ENSG00000286549,ENSG00000286549,Gene Expression
HSF2BP,ENSG00000160207,HSF2BP,Gene Expression
RRP1B,ENSG00000160208,RRP1B,Gene Expression
PDXK,ENSG00000160209,PDXK,Gene Expression
CSTB,ENSG00000160213,CSTB,Gene Expression
RRP1,ENSG00000160214,RRP1,Gene Expression
AGPAT3,ENSG00000160216,AGPAT3,Gene Expression
ENSG00000289546,ENSG00000289546,ENSG00000289546,Gene Expression
TRAPPC10,ENSG00000160218,TRAPPC10,Gene Expression
PWP2,ENSG00000241945,PWP2,Gene Expression
GATD3,ENSG00000160221,GATD3,Gene Expression
ICOSLG,ENSG00000160223,ICOSLG,Gene Expression
PFKL,ENSG00000141959,PFKL,Gene Expression
CFAP410,ENSG00000160226,CFAP410,Gene Expression
TRPM2,ENSG00000142185,TRPM2,Gene Expression
LINC02575,ENSG00000228709,LINC02575,Gene Expression
TSPEAR,ENSG00000175894,TSPEAR,Gene Expression
TSPEAR-AS2,ENSG00000182912,TSPEAR-AS2,Gene Expression
UBE2G2,ENSG00000184787,UBE2G2,Gene Expression
LINC01424,ENSG00000236519,LINC01424,Gene Expression
SUMO3,ENSG00000184900,SUMO3,Gene Expression
PTTG1IP,ENSG00000183255,PTTG1IP,Gene Expression
LINC01547,ENSG00000183250,LINC01547,Gene Expression
SLX9,ENSG00000160256,SLX9,Gene Expression
ENSG00000276529,ENSG00000276529,ENSG00000276529,Gene Expression
ADARB1,ENSG00000197381,ADARB1,Gene Expression
LINC00334,ENSG00000182586,LINC00334,Gene Expression
POFUT2,ENSG00000186866,POFUT2,Gene Expression
LINC00205,ENSG00000223768,LINC00205,Gene Expression
ENSG00000273796,ENSG00000273796,ENSG00000273796,Gene Expression
COL18A1,ENSG00000182871,COL18A1,Gene Expression
SLC19A1,ENSG00000173638,SLC19A1,Gene Expression
ENSG00000288885,ENSG00000288885,ENSG00000288885,Gene Expression
LINC01694,ENSG00000233922,LINC01694,Gene Expression
PCBP3,ENSG00000183570,PCBP3,Gene Expression
COL6A1,ENSG00000142156,COL6A1,Gene Expression
FTCD,ENSG00000160282,FTCD,Gene Expression
SPATC1L,ENSG00000160284,SPATC1L,Gene Expression
LSS,ENSG00000160285,LSS,Gene Expression
MCM3AP-AS1,ENSG00000215424,MCM3AP-AS1,Gene Expression
MCM3AP,ENSG00000160294,MCM3AP,Gene Expression
YBEY,ENSG00000182362,YBEY,Gene Expression
C21orf58,ENSG00000160298,C21orf58,Gene Expression
PCNT,ENSG00000160299,PCNT,Gene Expression
ENSG00000289421,ENSG00000289421,ENSG00000289421,Gene Expression
DIP2A,ENSG00000160305,DIP2A,Gene Expression
PRMT2,ENSG00000160310,PRMT2,Gene Expression
ENSG00000279973,ENSG00000279973,ENSG00000279973,Gene Expression
ENSG00000290397,ENSG00000290397,ENSG00000290397,Gene Expression
DUXAP8,ENSG00000206195,DUXAP8,Gene Expression
ENSG00000272872,ENSG00000272872,ENSG00000272872,Gene Expression
TPTEP1,ENSG00000290418,TPTEP1,Gene Expression
ENSG00000283633,ENSG00000283633,ENSG00000283633,Gene Expression
LINC01665,ENSG00000235343,LINC01665,Gene Expression
XKR3,ENSG00000172967,XKR3,Gene Expression
ENSG00000290931,ENSG00000290931,ENSG00000290931,Gene Expression
IL17RA,ENSG00000177663,IL17RA,Gene Expression
HDHD5,ENSG00000069998,HDHD5,Gene Expression
CECR2,ENSG00000099954,CECR2,Gene Expression
ATP6V1E1,ENSG00000131100,ATP6V1E1,Gene Expression
BCL2L13,ENSG00000099968,BCL2L13,Gene Expression
BID,ENSG00000015475,BID,Gene Expression
MICAL3,ENSG00000243156,MICAL3,Gene Expression
ENSG00000225335,ENSG00000225335,ENSG00000225335,Gene Expression
PEX26,ENSG00000215193,PEX26,Gene Expression
USP18,ENSG00000184979,USP18,Gene Expression
TMEM191B,ENSG00000278558,TMEM191B,Gene Expression
PI4KAP1,ENSG00000290425,PI4KAP1,Gene Expression
DGCR6,ENSG00000183628,DGCR6,Gene Expression
DGCR2,ENSG00000070413,DGCR2,Gene Expression
ESS2,ENSG00000100056,ESS2,Gene Expression
LINC01311,ENSG00000260924,LINC01311,Gene Expression
SLC25A1,ENSG00000100075,SLC25A1,Gene Expression
CLTCL1,ENSG00000070371,CLTCL1,Gene Expression
HIRA,ENSG00000100084,HIRA,Gene Expression
C22orf39,ENSG00000242259,C22orf39,Gene Expression
MRPL40,ENSG00000185608,MRPL40,Gene Expression
UFD1,ENSG00000070010,UFD1,Gene Expression
CDC45,ENSG00000093009,CDC45,Gene Expression
SEPTIN5,ENSG00000184702,SEPTIN5,Gene Expression
GP1BB,ENSG00000203618,GP1BB,Gene Expression
TBX1,ENSG00000184058,TBX1,Gene Expression
GNB1L,ENSG00000185838,GNB1L,Gene Expression
RTL10,ENSG00000215012,RTL10,Gene Expression
ENSG00000289960,ENSG00000289960,ENSG00000289960,Gene Expression
TXNRD2,ENSG00000184470,TXNRD2,Gene Expression
COMT,ENSG00000093010,COMT,Gene Expression
ARVCF,ENSG00000099889,ARVCF,Gene Expression
TANGO2,ENSG00000183597,TANGO2,Gene Expression
DGCR8,ENSG00000128191,DGCR8,Gene Expression
TRMT2A,ENSG00000099899,TRMT2A,Gene Expression
RANBP1,ENSG00000099901,RANBP1,Gene Expression
ZDHHC8,ENSG00000099904,ZDHHC8,Gene Expression
LINC00896,ENSG00000236499,LINC00896,Gene Expression
RTN4R,ENSG00000040608,RTN4R,Gene Expression
DGCR6L,ENSG00000128185,DGCR6L,Gene Expression
ENSG00000273139,ENSG00000273139,ENSG00000273139,Gene Expression
ZNF74,ENSG00000185252,ZNF74,Gene Expression
KLHL22,ENSG00000099910,KLHL22,Gene Expression
MED15,ENSG00000099917,MED15,Gene Expression
ENSG00000290981,ENSG00000290981,ENSG00000290981,Gene Expression
TMEM191A,ENSG00000291085,TMEM191A,Gene Expression
PI4KA,ENSG00000241973,PI4KA,Gene Expression
SERPIND1,ENSG00000099937,SERPIND1,Gene Expression
SNAP29,ENSG00000099940,SNAP29,Gene Expression
CRKL,ENSG00000099942,CRKL,Gene Expression
ENSG00000272829,ENSG00000272829,ENSG00000272829,Gene Expression
LZTR1,ENSG00000099949,LZTR1,Gene Expression
THAP7,ENSG00000184436,THAP7,Gene Expression
THAP7-AS1,ENSG00000230513,THAP7-AS1,Gene Expression
TUBA3FP,ENSG00000284130,TUBA3FP,Gene Expression
P2RX6,ENSG00000099957,P2RX6,Gene Expression
HIC2,ENSG00000169635,HIC2,Gene Expression
TMEM191C,ENSG00000206140,TMEM191C,Gene Expression
UBE2L3,ENSG00000185651,UBE2L3,Gene Expression
YDJC,ENSG00000161179,YDJC,Gene Expression
CCDC116,ENSG00000161180,CCDC116,Gene Expression
SDF2L1,ENSG00000128228,SDF2L1,Gene Expression
ENSG00000207751,ENSG00000207751,ENSG00000207751,Gene Expression
PPIL2,ENSG00000100023,PPIL2,Gene Expression
MAPK1,ENSG00000100030,MAPK1,Gene Expression
PPM1F,ENSG00000100034,PPM1F,Gene Expression
PPM1F-AS1,ENSG00000224086,PPM1F-AS1,Gene Expression
TOP3B,ENSG00000100038,TOP3B,Gene Expression
ENSG00000274422,ENSG00000274422,ENSG00000274422,Gene Expression
ZNF280B,ENSG00000275004,ZNF280B,Gene Expression
ZNF280A,ENSG00000169548,ZNF280A,Gene Expression
PRAME,ENSG00000185686,PRAME,Gene Expression
BCR,ENSG00000186716,BCR,Gene Expression
ENSG00000291299,ENSG00000291299,ENSG00000291299,Gene Expression
ENSG00000290440,ENSG00000290440,ENSG00000290440,Gene Expression
ZNF70,ENSG00000187792,ZNF70,Gene Expression
CHCHD10,ENSG00000250479,CHCHD10,Gene Expression
SMARCB1,ENSG00000099956,SMARCB1,Gene Expression
DERL3,ENSG00000099958,DERL3,Gene Expression
SLC2A11,ENSG00000133460,SLC2A11,Gene Expression
MIF,ENSG00000240972,MIF,Gene Expression
MIF-AS1,ENSG00000218537,MIF-AS1,Gene Expression
DDT,ENSG00000099977,DDT,Gene Expression
CABIN1,ENSG00000099991,CABIN1,Gene Expression
SPECC1L,ENSG00000100014,SPECC1L,Gene Expression
GUCD1,ENSG00000138867,GUCD1,Gene Expression
SNRPD3,ENSG00000100028,SNRPD3,Gene Expression
GGT1,ENSG00000100031,GGT1,Gene Expression
ENSG00000290796,ENSG00000290796,ENSG00000290796,Gene Expression
CRYBB2P1,ENSG00000291087,CRYBB2P1,Gene Expression
GRK3,ENSG00000100077,GRK3,Gene Expression
MYO18B,ENSG00000133454,MYO18B,Gene Expression
HPS4,ENSG00000100099,HPS4,Gene Expression
SRRD,ENSG00000100104,SRRD,Gene Expression
TFIP11,ENSG00000100109,TFIP11,Gene Expression
TFIP11-DT,ENSG00000261188,TFIP11-DT,Gene Expression
TPST2,ENSG00000128294,TPST2,Gene Expression
CRYBA4,ENSG00000196431,CRYBA4,Gene Expression
MIATNB,ENSG00000244625,MIATNB,Gene Expression
PITPNB,ENSG00000180957,PITPNB,Gene Expression
TTC28-AS1,ENSG00000235954,TTC28-AS1,Gene Expression
TTC28,ENSG00000100154,TTC28,Gene Expression
CHEK2,ENSG00000183765,CHEK2,Gene Expression
HSCB,ENSG00000100209,HSCB,Gene Expression
CCDC117,ENSG00000159873,CCDC117,Gene Expression
XBP1,ENSG00000100219,XBP1,Gene Expression
ENSG00000226471,ENSG00000226471,ENSG00000226471,Gene Expression
ZNRF3,ENSG00000183579,ZNRF3,Gene Expression
ZNRF3-AS1,ENSG00000177993,ZNRF3-AS1,Gene Expression
KREMEN1,ENSG00000183762,KREMEN1,Gene Expression
EMID1,ENSG00000186998,EMID1,Gene Expression
RHBDD3,ENSG00000100263,RHBDD3,Gene Expression
EWSR1,ENSG00000182944,EWSR1,Gene Expression
GAS2L1,ENSG00000185340,GAS2L1,Gene Expression
AP1B1,ENSG00000100280,AP1B1,Gene Expression
RFPL1S,ENSG00000225465,RFPL1S,Gene Expression
NEFH,ENSG00000100285,NEFH,Gene Expression
THOC5,ENSG00000100296,THOC5,Gene Expression
NIPSNAP1,ENSG00000184117,NIPSNAP1,Gene Expression
NF2,ENSG00000186575,NF2,Gene Expression
ZMAT5,ENSG00000100319,ZMAT5,Gene Expression
UQCR10,ENSG00000184076,UQCR10,Gene Expression
ASCC2,ENSG00000100325,ASCC2,Gene Expression
